"Empresa Genera",Año,Mes,Planta,"Energia Punta","Energia Valle","Energia Noche","Potencia Gen Punta","Potencia Gen Valle","Potencia Gen Noche","Potencia Sist Punta","Potencia Sist Valle","Potencia Sist Noche","Fecha Max","Hora Max","Factor Carga","Consumo Diesel","Consumo Bun","Consumo Bun AZ","Consumo Otro","Consumo Lub","Gasto Diesel","Gasto Bun","Gasto Bun AZ","Gasto Otro","Gasto Lub"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",SANDILLAL,2461658.52,4339072.125,4684245.926,31886.461,30784.537,31931.775,27738.184,27709.594,31929.963,21-12-0202,"Jan 1",0.4983,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",TEJONA,922247.01,1612955.789,1837580.74,9532.213,9496.88,8900.63,1705.235,1760.59,2187.098,23-12-0202,"Jan 1",0.3562,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","TORO I",1729069.233,3087092.82,3360377.97,13168.032,13168.698,13168.809,9910.279,7941.622,9913.031,25-12-0202,"Jan 1",0.4327,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","TORO II",5925380.288,10200626.126,7875346.157,65418.369,65547.027,65062.662,19916.718,32139.603,20116.315,05-12-0202,"Jan 1",0.4888,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","TORO III",4332648.48,7515010.036,5962027.425,45714.736,45363.578,46196.727,14959.006,23634.385,14914.053,03-12-0202,"Jan 1",0.5037,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","VENTANAS GARITA",8131958.697,12355742.823,12156449.735,98635.574,98704.125,88506.387,44001.727,69586.402,50165.925,14-12-0202,"Jan 1",0.4388,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","LAS PAILAS",3110628.022,5603117.06,6229183.853,20479.891,20401.705,20423.932,20110.5,20129.781,20175.891,30-12-0202,"Jan 1",0.5738,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","PAILAS II",4270620.883,7596800.691,8547709.129,52501.785,52474.383,52824.875,51920.078,51988.582,51971.227,16-12-0202,"Jan 1",0.5279,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","PEÑAS BLANCAS",4429040.082,7352321.087,6737948.984,36101.543,36174.449,36123.18,35271.969,35303.742,35140.918,04-12-0202,"Jan 1",0.6876,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",PIRRÍS,9030870.904,14461090.731,13715845.724,138544.32,136703.562,138499.711,57631.82,45929.396,52725.909,11-12-0202,"Jan 1",0.3572,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",REVENTAZON,18873786.889,32625027.071,32014909.568,228264.532,231674.771,230855.526,201791.101,217216.04,179365.223,21-12-0202,"Jan 1",0.3666,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","RÍO MACHO",11695111.725,20001980.308,17176869.783,130823.725,130306.643,128349.217,64747.634,58777.723,55664.711,01-12-0202,"Jan 1",0.4692,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","MIRAVALLES III",1239539.728,2137924.222,2470098.5,27689.447,27479.496,27728.377,15727.422,9003.73,15808.64,31-12-0202,"Jan 1",0.2909,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","SOLAR MIRAVALLES",4929.5,,,,,,,,,27-10-2025,,0.0066,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","MIRAVALLES V",0,0,0,0,0,-28.335,-38.268,-37.511,-39.654,05-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","MOÍN GAS II",0,312784.747,0,-47.487,29972.829,-50.275,-54.888,-49.756,-55.47,10-12-0202,"Jan 1",0.0032,118374,0,0,0,0,73445438.84,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","MOÍN GAS III",85.426,122632.132,0,-74.356,32432.096,-90.181,-98.327,-117.117,-97.325,09-12-0202,"Jan 1",0.0024,44391,0,0,0,0,28934182.34,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",OROTINA,7028.535,7218.543,0,5766.931,5038.295,0,0,0,0,17-12-0202,"Jan 1",0.0020,2477,971,0,0,0,10450927.05,56616960.84,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",ECHANDI,2657286,,,,,,,,,27-10-2025,,0.8306,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",GARABITO,158016.926,223856.998,0,52464.667,52470.093,-495.207,-576.088,-549.512,-606.065,14-12-0202,"Jan 1",0.0026,16666,171814,0,0,0,10450927.05,,56616960.84,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","LA GARITA ",4013041.449,6990445.381,5646941.056,38920.008,38832.723,38917.535,23264.801,27208.578,21807.926,27-12-0202,"Jan 1",0.5595,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",GUÁPILES,10934.946,9771.722,0,6803.43,7152.533,0,-11.425,0,-38.158,14-12-0202,"Jan 1",0.0020,7669,0,0,0,0,4770726.47,,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","MIRAVALLES I",0,0,0,0,0,0,0,0,0,01-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","MIRAVALLES II",5887024.927,10601273.978,12088986.112,42818.461,43187.254,43193.707,39490.957,37612.332,39893.215,30-12-0202,"Jan 1",0.9076,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",ANGOSTURA,15083070.188,23783188.359,18989791.854,178304.93,170293.961,176831.363,117402.223,116666.325,159717.652,03-12-0202,"Jan 1",0.4320,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",ARENAL,14219615.858,24698717.089,24415653.623,162158.105,162732.641,162398.688,161479.672,161316.508,161188.949,22-12-0202,"Jan 1",0.5128,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","BOCA DE POZO",601214.991,1048875.304,1256344.941,4569.008,4568.26,4562.458,4510.849,4516.38,4505.721,13-12-0202,"Jan 1",0.7813,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",CACHÍ,11713923.876,19857170.174,17987077.983,152384.016,152832.742,153372.711,142176.67,130187.65,99946.518,10-12-0202,"Jan 1",0.4189,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ",CARIBLANCO,7008866.036,12305620.948,8029192.446,80585.715,80436.574,79212.895,41682.728,41693.389,41586.786,14-12-0202,"Jan 1",0.4482,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2021,"Diciembre ","MIGUEL DENGO",15751232.122,27417315.284,27213837.772,177607.547,177357.223,176638.422,176207.531,176258.836,175978.215,30-12-0202,"Jan 1",0.5436,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ","DANIEL GUTIÉRREZ",2121614.433,2339611.848,2709185.42,14096.65,14027.76,14015.76,12103.943,12439.148,12207.356,16-12-0202,"Jan 1",0.4790,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ","EL ENCANTO",1108790.83,1992574.947,2196601.523,8365.23,8368.62,8363.33,8357.832,5933.513,8339.346,16-12-0202,"Jan 1",0.7839,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ",ELECTRIONA,734473.639,712917.046,735568.619,5947.45,5947.07,5963.99,4515.608,3682.685,4523.101,16-12-0202,"Jan 1",0.5037,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ","RÍO SEGUNDO",112845.654,106741.676,118834.305,967.63,958.32,960.52,903.435,771.302,462.819,16-12-0202,"Jan 1",0.3639,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ","P.E VALLE CENTRAL",772689.86,1186811.01,1743889.929,15291.41,14541.42,15355.19,2778.77,1046.83,7464.61,16-12-0202,"Jan 1",0.3253,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ",VENTANAS,185039.96,485963.005,311482.065,9928.09,9482.86,9532.13,0,3621.234,0,16-12-0202,"Jan 1",0.1172,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ","BALSA INFERIOR",3853979.048,2116240.732,1808595.047,36791.25,32495.57,36450.4,32535.582,28124.256,32148.832,16-12-0202,"Jan 1",0.2788,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ",BELÉN,1417479.973,2261048.19,2480592.51,9871.1,9873.23,9868.33,9217.236,9268.321,9712.934,16-12-0202,"Jan 1",0.7882,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ",BRASIL,3233838.558,2519572.994,1535302.926,24635.75,24815.25,23443.33,22862.068,22931.838,14150.369,16-12-0202,"Jan 1",0.4082,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2021,"Diciembre ",COTE,628162.406,981797.597,247427.411,6312.14,6311.2,6298.49,6296.942,6295.729,0,16-12-0202,"Jan 1",0.3679,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2021,"Diciembre ","Jorge Manuel Dengo",588519.892,964816.278,718829.422,4085.915,4054.262,4021.264,4032,3781.68,3374.7,16-12-0202,"Jan 1",0.7270,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2021,"Diciembre ","LOS NEGROS",1324512,2366080.5,2657245.5,8820,8820,8778,8736,8736,8736,16-12-0202,"Jan 1",0.4740,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2021,"Diciembre ",TACARES,880935.976,1037349.398,1311339.949,6361.95,5185.854,5101.774,6218.17,3457.34,3319.99,16-12-0202,"Jan 1",0.6380,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2021,"Diciembre ","LOS NEGROS II",4017520.645,6355000.662,6882188.267,28241.564,28312.208,28329.998,28083.84,28063.79,28062.38,16-12-0202,"Jan 1",0.8340,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2021,"Diciembre ","AGUAS ZARCAS",1923457.739,3026583.676,2895765.092,15238.394,15261.644,15128.798,12893.351,10898.753,10464.461,21-12-0202,"Jan 1",0.7250,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2021,"Diciembre ",PLATANAR,1785995.699,3162491.907,2440204.064,14719.226,14736.481,14629.012,14493.395,14563.628,13829.521,21-12-0202,"Jan 1",0.6260,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2021,"Diciembre ",POCOSOL,152013.36,274195.21,41.288,3739.7,3504.6,33.812,3697.978,1266.054,,22-12-0202,"Jan 1",0.1140,,,,,,,,,,
