"Empresa Genera",Año,Mes,Planta,"Energia Punta","Energia Valle","Energia Noche","Potencia Gen Punta","Potencia Gen Valle","Potencia Gen Noche","Potencia Sist Punta","Potencia Sist Valle","Potencia Sist Noche","Fecha Max","Hora Max","Factor Carga","Consumo Diesel","Consumo Bun","Consumo Bun AZ","Consumo Otro","Consumo Lub","Gasto Diesel","Gasto Bun","Gasto Bun AZ","Gasto Otro","Gasto Lub"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","TORO I",2179571.452,3623691.494,3670054.559,26166.275,26069.66,26091.277,12934.933,12936.7,12888.969,09-09-0202,"Oct 1",0.5180,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","TORO II",5664629.432,9395873.008,8262718.808,65194.029,65228.92,65261.248,39817.26,29792.623,39628.836,28-09-0202,"Oct 1",0.4908,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","TORO III",3398604.886,5544028.395,4857094.353,46297.029,45898.062,45627.16,30424.906,22319.517,29110.1,22-09-0202,"Oct 1",0.4033,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","VENTANAS GARITA",7715458.756,13366624.279,13762007.241,89466.586,91138.031,89596.215,77836.27,77875.512,79306.578,28-09-0202,"Oct 1",0.4839,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","PEÑAS BLANCAS",580.955,1456.996,5922.027,90.448,111.531,137.68,-19037.309,-24173.1,-34772.473,23-09-0202,"Oct 1",0.0003,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",PIRRÍS,16656018.423,29289238.3,27196039.644,139036.141,139867.68,138873.023,138680.109,138825.5,138690.148,24-09-0202,"Oct 1",0.7256,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",REVENTAZON,22545579.816,38657946.237,32318101.776,285219.531,285103.59,284045.849,244591.867,245572.888,230631.365,10-09-0202,"Oct 1",0.4242,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","RÍO MACHO",12886653.105,22270744.44,21854538.919,140077.969,139808.762,139933.602,100536.016,135749.941,105941.055,02-09-0202,"Oct 1",0.5656,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",SANDILLAL,2516162.101,4548184.455,4101973.307,30110.59,30379.023,30433.318,17012.453,25789.512,25689.375,19-09-0202,"Oct 1",0.5007,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",TEJONA,171536.277,329945.462,244152.125,3723.518,4001.18,3600.254,-38.442,-39.195,821.195,11-09-0202,"Oct 1",0.1308,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","MOÍN GAS II",96041.94,117792.305,55428.074,30199.101,32888.42,33422.582,-271.967,-273.83,32399.709,24-09-0202,"Oct 1",0.0038,20961,0,0,0,0,12339690.91,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","MOÍN GAS III",5.519,11.987,0,-81.632,-96.933,-73.386,-392.227,-406.309,-175.449,26-09-0202,"Oct 1",0.0000,1850,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","MOÍN GAS III",85963.139,82532.78,75519.859,30279.568,33058.947,33499.833,-140.282,-143.896,32475.274,24-09-0202,"Oct 1",0.0032,70261,0,0,0,0,37688370.55,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",OROTINA,0,0,0,0,0,0,0,0,0,01-09-0202,"Oct 1",0.0000,0,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","LAS PAILAS",4271906.67,7608609.156,8571158.645,28954.604,29030.422,29013.387,28737.227,28790.08,28789.812,17-09-0202,"Oct 1",0.8116,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","PAILAS II",7799062.141,14033287.71,15594265.005,52151.355,52404.367,52088.688,51952.027,51946.117,51931.086,11-09-0202,"Oct 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","LA JOYA",3608238.9,6482725.187,6796352.096,50174.594,50714.699,49397.965,0,0,-105.071,09-09-0202,"Oct 1",0.4654,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","MIRAVALLES I",5204004.901,9257280.164,10418694.701,41125.805,41246.633,41031.047,41029.387,40931.656,40641.945,18-09-0202,"Oct 1",0.8154,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","MIRAVALLES II",6086770.495,10957143.712,12274598.668,44176.406,44258.91,44321.594,38972.074,38885.645,40221.797,05-09-0202,"Oct 1",0.9622,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","MIRAVALLES III",2779398.647,5029705.429,5525840.423,18921.945,18916.287,20981.465,18777.445,18777.488,18806.92,06-09-0202,"Oct 1",0.6854,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","SOLAR MIRAVALLES",44899.43,0,0,0,0,0,0,0,0,27-10-2025,,0.0624,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","MIRAVALLES V",0,0,0,0,0,0,0,0,0,27-10-2025,,0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",ECHANDI,2327714.25,0,0,0,0,0,0,0,0,27-10-2025,,0.7518,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",GENERAL,3795398.317,6612913.756,6659315.192,40192.834,40199.246,40184.789,26450.078,13241.107,13121.239,06-09-0202,"Oct 1",0.6078,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",GARABITO,5752595.334,9851995.278,5820672.593,190753.637,192026.02,190432.523,100038.79,137584.004,188579.926,25-09-0202,"Oct 1",0.1528,64832,0,4809652,0,22453,34928437.25,0,1495507670.27,0,1835597.92
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ",GARABITO,0,0,18524.08,-26.183,-26.245,25112.002,-28.318,-28.161,-28.939,19-09-0202,"Oct 1",0.0007,5495,0,,0,0,2992448.32,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2025,"Setiembre ","LA GARITA ",4055669.641,7195239.252,6540654.255,39532.473,39555.062,38487.625,26016.07,23631.693,38487.625,17-09-0202,"Oct 1",0.6178,,,,,,,,,,
